epoch,generated_text,prompt,step,train_loss,val_loss
0,,,0,11.166729927062988,
0,,,1,10.498191833496094,
0,,,2,8.510418891906738,
0,,,3,7.443103313446045,
0,,,4,6.26200532913208,
0,,,5,6.319637775421143,
0,,,6,5.518556594848633,
0,,,7,3.9932587146759033,
0,,,8,6.526103496551514,
0,,,9,5.775118350982666,
0,,,10,2.9668431282043457,
0,,,11,2.0651602745056152,
0,,,12,2.5132672786712646,
0,,,13,4.32836389541626,
0,,,14,5.9982709884643555,
0,,,15,4.201250076293945,
0,,,16,2.780177354812622,
0,,,17,2.010064125061035,
0,,,18,4.761645317077637,
0,,,19,3.8700623512268066,
0,,,20,2.666205406188965,
0,,,21,3.8855621814727783,
0,,,22,3.2406911849975586,
0,,,23,2.0858442783355713,
0,,,24,1.0806180238723755,
0,,,25,2.0108072757720947,
0,,,26,2.3577709197998047,
0,,,27,1.5105699300765991,
0,,,28,1.3053702116012573,
0,,,29,0.807521402835846,
0,,,30,1.9664299488067627,
0,,,31,3.3222925662994385,
0,,,32,2.4212558269500732,
0,,,33,1.8684648275375366,
0,,,34,3.748169183731079,
0,,,35,0.8546668291091919,
0,,,36,0.589458167552948,
0,,,37,0.519524335861206,
0,,,38,0.6036548018455505,
0,,,39,1.7834856510162354,
0,,,40,1.4889514446258545,
0,,,41,1.3581819534301758,
0,,,42,2.694653272628784,
0,,,43,0.3827314078807831,
0,,,44,0.6117358803749084,
0,,,45,1.6893476247787476,
0,,,46,0.9719218015670776,
0,,,47,1.5561535358428955,
0,,,48,2.3505795001983643,
0,,,49,1.5473359823226929,
0,,,50,1.0347628593444824,
0,,,51,2.276974678039551,
0,,,52,0.22293968498706818,
0,,,53,1.8620167970657349,
0,,,54,0.7924640774726868,
0,,,55,0.6391453742980957,
0,,,56,0.9689300060272217,
0,,,57,0.3235988914966583,
0,,,58,0.7603977918624878,
0,,,59,0.1803356111049652,
0,,,60,2.896519422531128,
0,,,61,1.1209510564804077,
0,,,62,3.078155279159546,
0,,,63,0.06829170882701874,
0,,,64,2.2085890769958496,
0,,,65,1.2124953269958496,
0,,,66,2.339233636856079,
0,,,67,1.8811365365982056,
0,,,68,1.2043557167053223,
0,,,69,1.9866433143615723,
0,,,70,0.4994339048862457,
0,,,71,0.00998687744140625,
0,,,72,0.6568461060523987,
0,,,73,0.7254244685173035,
0,,,74,1.0059139728546143,
0,,,75,2.801084518432617,
0,,,76,0.057250168174505234,
0,,,77,0.36051416397094727,
0,,,78,1.7900487184524536,
0,,,79,2.2212092876434326,
0,,,80,2.3056788444519043,
0,,,81,1.2442042827606201,
0,,,82,0.9251081347465515,
0,,,83,1.956067681312561,
0,,,84,0.5750842690467834,
0,,,85,1.7730741500854492,
0,,,86,1.3926901817321777,
0,,,87,1.3135737180709839,
0,,,88,2.098090887069702,
0,,,89,1.4688724279403687,
0,,,90,1.3606390953063965,
0,,,91,1.9751557111740112,
0,,,92,0.8148256540298462,
0,,,93,0.7104953527450562,
0,,,94,1.459860920906067,
0,,,95,0.9377322793006897,
0,,,96,1.7729291915893555,
0,,,97,1.2836003303527832,
0,,,98,1.0954582691192627,
0,,,99,0.0177404023706913,
0,,,100,0.6929576992988586,
0,,,101,0.5683391690254211,
0,,,102,0.5856225490570068,
0,,,103,0.38931331038475037,
0,,,104,1.2967573404312134,
0,,,105,1.1159108877182007,
0,,,106,0.01753026433289051,
0,,,107,0.6670559644699097,
0,,,108,0.4597652554512024,
0,,,109,0.6112570762634277,
0,,,110,0.5884620547294617,
0,,,111,2.7223727703094482,
0,,,112,0.0010271072387695312,
0,,,113,0.7833797931671143,
0,,,114,1.2398184537887573,
0,,,115,1.3157230615615845,
0,,,116,2.1608290672302246,
0,,,117,0.895330548286438,
0,,,118,1.3741334676742554,
0,,,119,0.9868540167808533,
0,,,120,0.8440544009208679,
0,,,121,0.12420397996902466,
0,,,122,0.38956427574157715,
0,,,123,0.00826682522892952,
0,,,124,0.1716611683368683,
0,,,125,0.6101755499839783,
0,,,126,0.3682404160499573,
0,,,127,0.7775843143463135,
0,,,128,0.7579782009124756,
0,,,129,1.0883499383926392,
0,,,130,0.5125541687011719,
0,,,131,0.04458656907081604,
0,,,132,0.5538777709007263,
0,,,133,1.2306551933288574,
0,,,134,2.026883840560913,
0,,,135,1.097055196762085,
0,,,136,1.4071508646011353,
0,,,137,1.4625778198242188,
0,,,138,0.43914109468460083,
0,,,139,0.5461351871490479,
0,,,140,0.13569007813930511,
0,,,141,2.488978385925293,
0,,,142,2.0853376388549805,
0,,,143,0.9352311491966248,
0,,,144,0.800991952419281,
0,,,145,0.9317042231559753,
0,,,146,1.2561920881271362,
0,,,147,1.0775550603866577,
0,,,148,0.6241401433944702,
0,,,149,0.6582690477371216,
0,,,150,2.2407407760620117,
0,,,151,0.9042418599128723,
0,,,152,0.6169989109039307,
0,,,153,0.4668629765510559,
0,,,154,0.7905575037002563,
0,,,155,0.10272233933210373,
0,,,156,1.7562896013259888,
0,,,157,1.4988888502120972,
0,,,158,0.7613770961761475,
0,,,159,0.23904497921466827,
0,,,160,1.0515191555023193,
0,,,161,0.6601935029029846,
0,,,162,2.7265841960906982,
0,,,163,1.8884836435317993,
0,,,164,1.0992200374603271,
0,,,165,0.49089592695236206,
0,,,166,1.9349356889724731,
0,,,167,0.6730272173881531,
0,,,168,1.1418609619140625,
0,,,169,1.096578598022461,
0,,,170,0.024519871920347214,
0,,,171,0.00014612078666687012,
0,,,172,1.0939950942993164,
0,,,173,0.05285969004034996,
0,,,174,0.5716338753700256,
0,,,175,0.02979874052107334,
0,,,176,1.2591056823730469,
0,,,177,2.1779606342315674,
0,,,178,0.5508125424385071,
0,,,179,2.1462297439575195,
